reward_function,com_optuna,n_viagens,waitingTime_medio,timeLoss_medio
diff_waiting_time,True,4236,19.151085930122758,45.594046270066094
diff_waiting_time,False,4236,20.433191690273844,47.8707223796034
velocity_time,True,4236,21.838999055712936,48.3246836638338
velocity_time,False,4236,20.224976392823418,46.841846081208686
velocity_time_delta,True,4236,19.286591123701605,46.00048866855524
velocity_time_delta,False,4236,21.973796033994333,48.63797450424929
