trial,reward_function,learning_rate,gamma,n_steps,batch_size,ent_coef,min_green,peso_recompensa,system_mean_waiting_time,system_mean_speed,system_total_stopped
49,velocity_time,0.0006106496323996412,0.8490757271730689,1024,64,8.161589586436969e-07,16,0.7716539213825797,564.6280582830851,4.909393151591586,135.02770083102493
50,velocity_time,9.627954055610646e-05,0.8903996635592445,1024,64,4.986633123239014e-06,16,0.6949292459300735,880.8093495532594,1.2113022195100354,861.8725761772853
51,velocity_time,0.0004426141765124174,0.8689182831620552,1024,64,4.971427096520058e-07,17,0.8151388696349623,667.4871113286998,4.510413765039985,150.94459833795014
52,velocity_time,0.0008601788971047706,0.8272764000132283,1024,64,1.278839836093847e-07,15,0.73992718676129,4.8781386971078,7.917694243365429,34.76869806094183
53,velocity_time,0.0009985218283167577,0.8401374839637478,1024,64,2.002806580364326e-08,15,0.6406216718954466,9.607306769058258,7.540152513506459,42.38919667590028
54,velocity_time,0.0007394260983407172,0.8496677054549316,1024,64,3.862943449634174e-07,17,0.8400280688359834,6.7566613050748705,7.623785558339405,40.70360110803324
55,velocity_time,0.0005393293750593174,0.8773271486765252,1024,64,2.7683730238976213e-06,13,0.9160871138023836,143.59913027505434,5.634408740322624,97.67174515235457
56,velocity_time,0.0007778877316883949,0.8569734757719817,1024,64,1.0021260258711935e-07,15,0.9426081452121514,26.251403400185517,7.351084265991591,56.49722991689751
57,velocity_time,0.00033375427703667405,0.8369542475748158,1024,64,1.1401559142392568e-06,18,0.8644701728716291,190.76871302032032,7.189844251432486,50.55817174515236
58,velocity_time,0.0006389421197497085,0.9034737919051162,1024,64,2.5499229608297535e-07,16,0.9768957046204824,2.5454750908705854,8.301083750913856,27.77285318559557
59,velocity_time,0.0004846158405555326,0.9037841922475526,1024,64,2.1412809201888975e-07,16,0.9816172517640126,4.148803599872676,7.936052680334827,33.67036011080332
60,velocity_time,0.000620010508405406,0.8993507740122266,1024,64,0.08462064556144433,16,0.7878428241379715,28.84011581124295,7.110611788738699,50.97783933518006
61,velocity_time,0.0003678550650343955,0.9562669726541859,1024,64,2.3093940183413703e-06,16,0.8870489752247235,558.0294962768594,2.2417044747184884,638.1468144044321
62,velocity_time,0.0008569493460597188,0.9196437154246947,1024,64,2.78441812594499e-07,15,0.9710445480420425,2.195773215633052,8.348133108314752,26.92797783933518
63,velocity_time,0.0006727102673694811,0.9327701471792814,1024,64,7.327071306153172e-07,15,0.9804047594408276,7.995707105255878,7.547581828993399,43.08587257617729
64,velocity_time,0.0005463415630990539,0.9244941436539447,1024,64,2.5068482657897487e-07,15,0.935743336500904,670.6511054404828,1.945523638507074,763.8642659279778
